Ref ID,locus,Control,Treated,FPKM_Control,FPKM_U1,log2FC U1 Vs C,test_stat,p_value,q_value,Gene Symbol
NM_001029835,chr7:44999745-45076470,NHHW161152,U1,40.211,20.6171,-0.964,-17.489,0.000,0.000,CCM2
NM_001029839,chr3:44338118-44409448,NHHW161152,U1,3.74333,9.8836,1.401,15.571,0.000,0.000,TCAIM
NM_001029851,chr5:77210880-77428255,NHHW161152,U1,0.185689,0.289104,0.639,1.695,0.037,0.045,PDE8B
NM_001029859,chr11:78139792-78188629,NHHW161152,U1,3.43358,5.72473,0.737,7.797,0.000,0.000,KCTD21
NM_001029863,chr6:169702111-169724010,NHHW161152,U1,9.90243,20.4361,1.045,18.853,0.000,0.000,C6orf120
NM_001029864,chr20:38210504-38288946,NHHW161152,U1,0.121209,1.08053,3.156,11.016,0.000,0.000,KIAA1755
NM_001029871,chr20:958452-1002264,NHHW161152,U1,2.84563,0.199824,-3.832,-10.795,0.000,0.000,RSPO4
NM_001029874,chr12:27696494-27697633,NHHW161152,U1,0.930312,0.369284,-1.333,-2.793,0.010,0.013,REP15
NM_001029882,chr1:27534244-27603494,NHHW161152,U1,10.1904,8.01704,-0.346,-7.940,0.000,0.000,AHDC1
NM_001029885,chr1:1324762-1328896,NHHW161152,U1,31.7728,10.297,-1.626,-27.508,0.000,0.000,CPTP
NM_001029896,chrX:49074432-49101121,NHHW161152,U1,47.9773,30.4267,-0.657,-11.799,0.000,0.000,WDR45
NM_001029939,chr8:134477787-134713049,NHHW161152,U1,2.21414,1.69322,-0.387,-3.291,0.000,0.000,ZFAT
NM_001029954,chr10:14819251-14837984,NHHW161152,U1,0.703658,1.28771,0.872,2.651,0.005,0.006,CDNF
NM_001029955,chr4:41981695-41986467,NHHW161152,U1,0.0689113,0.264711,1.942,4.153,0.001,0.001,DCAF4L1
NM_001029976,chr8:144930357-144950888,NHHW161152,U1,1.99153,2.7553,0.468,3.189,0.000,0.000,ZNF16
NM_001029989,chr15:64365011-64387687,NHHW161152,U1,15.0344,12.8606,-0.225,-2.678,0.001,0.001,KIAA0101
NM_001029991,chr14:20989805-20999163,NHHW161152,U1,9.31307,11.5321,0.308,3.583,0.000,0.000,METTL17
NM_001029998,chr4:146253987-146521971,NHHW161152,U1,1.12861,1.52152,0.431,2.555,0.003,0.004,SLC10A7
NM_001030,chr1:153990762-153992155,NHHW161152,U1,8771.42,12465.7,0.507,45.661,0.000,0.000,RPS27
NM_001030001,chr14:49576671-49586416,NHHW161152,U1,3792.59,1290.82,-1.555,-36.106,0.000,0.000,RPS29
NM_001030006,chr17:35587262-35726417,NHHW161152,U1,24.6384,54.9698,1.158,34.773,0.000,0.000,AP2B1
NM_001030007,chr16:71729001-71809073,NHHW161152,U1,8.71336,13.5558,0.638,13.354,0.000,0.000,AP1G1
NM_001030055,chr14:32077288-32159728,NHHW161152,U1,3.10377,3.89275,0.327,5.203,0.000,0.000,ARHGAP5
NM_001030059,chr10:120456953-120589864,NHHW161152,U1,9.62942,0.124369,-6.275,-6.289,0.000,0.000,PLPP4
NM_001030060,chr6:147508691-147570021,NHHW161152,U1,0.415029,0.0292681,-3.826,-6.259,0.001,0.001,SAMD5
NM_001030272,chr11:13277726-13387265,NHHW161152,U1,2.02953,4.07359,1.005,7.946,0.000,0.000,ARNTL
NM_001030287,chr1:212565333-212620777,NHHW161152,U1,78.4232,1.46998,-5.737,-38.295,0.000,0.000,ATF3
NM_001030311,chr2:181456891-181657107,NHHW161152,U1,4.96385,6.54033,0.398,4.353,0.000,0.000,CERKL
NM_001031,chr19:8321499-8322396,NHHW161152,U1,4676.83,4073.94,-0.199,-13.574,0.000,0.000,RPS28
NM_001031623,chr6:57090009-57172213,NHHW161152,U1,4.02352,6.02845,0.583,8.219,0.000,0.000,ZNF451
NM_001031628,chr12:51238723-51270418,NHHW161152,U1,12.5616,31.8131,1.341,14.758,0.000,0.000,SMAGP
NM_001031672,chr1:54172353-54200073,NHHW161152,U1,0.741758,1.33707,0.850,4.600,0.000,0.000,CYB5RL
NM_001031677,chr5:177301189-177303744,NHHW161152,U1,21.6922,15.1619,-0.517,-7.627,0.000,0.000,RAB24
NM_001031679,chr12:65278642-65642372,NHHW161152,U1,16.0975,31.3184,0.960,21.046,0.000,0.000,MSRB3
NM_001031680,chr1:24899510-24965010,NHHW161152,U1,1.73746,3.58921,1.047,9.400,0.000,0.000,RUNX3
NM_001031681,chr17:3636467-3696404,NHHW161152,U1,7.25432,4.6244,-0.650,-8.774,0.000,0.000,CTNS
NM_001031683,chr10:89327818-89340968,NHHW161152,U1,23.2952,11.7997,-0.981,-16.358,0.000,0.000,IFIT3
NM_001031684,chr2:38743598-38751494,NHHW161152,U1,19.6763,14.1429,-0.476,-7.715,0.000,0.000,SRSF7
NM_001031685,chr1:223779892-223845972,NHHW161152,U1,6.22515,4.11051,-0.599,-7.839,0.000,0.000,TP53BP2
NM_001031689,chr9:26903369-27062933,NHHW161152,U1,5.53702,7.16299,0.371,5.432,0.000,0.000,PLAA
NM_001031692,chr7:102812860-103074841,NHHW161152,U1,0.362185,2.68553,2.890,9.694,0.000,0.000,LRRC17
NM_001031693,chr1:70354809-70368022,NHHW161152,U1,9.45564,6.88344,-0.458,-2.926,0.001,0.002,HHLA3
NM_001031694,chr1:41014589-41242143,NHHW161152,U1,9.73634,6.18787,-0.654,-9.329,0.000,0.000,SCMH1
NM_001031695,chr22:35738735-36028537,NHHW161152,U1,19.8679,42.9607,1.113,40.607,0.000,0.000,RBFOX2
NM_001031696,chr19:40321059-40378490,NHHW161152,U1,225.813,94.0719,-1.263,-39.042,0.000,0.000,PLD3
NM_001031698,chr12:49623413-49707414,NHHW161152,U1,4.31675,2.97387,-0.538,-5.238,0.000,0.000,PRPF40B
NM_001031700,chr4:158124579-158173050,NHHW161152,U1,17.0841,30.8885,0.854,19.120,0.000,0.000,FAM198B
NM_001031703,chr3:47495639-47513709,NHHW161152,U1,17.7418,12.9489,-0.454,-5.605,0.000,0.000,ELP6
NM_001031709,chr10:88273863-88583325,NHHW161152,U1,1.63521,2.53463,0.632,3.889,0.000,0.000,RNLS
NM_001031710,chr7:23105733-23175419,NHHW161152,U1,9.58066,13.8652,0.533,6.366,0.000,0.000,KLHL7
NM_001031711,chr5:172834219-172952685,NHHW161152,U1,107.18,162.819,0.603,34.188,0.000,0.000,ERGIC1
NM_001031712,chr6:125986429-126039274,NHHW161152,U1,3.56515,4.40043,0.304,2.390,0.005,0.007,TRMT11
NM_001031713,chr6:13786548-13814560,NHHW161152,U1,4.92075,3.34762,-0.556,-7.794,0.000,0.000,MCUR1
NM_001031714,chr14:104689605-104719610,NHHW161152,U1,54.9178,38.1153,-0.527,-15.386,0.000,0.000,INF2
NM_001031715,chr15:67200674-67527303,NHHW161152,U1,0.169112,0.575834,1.768,2.876,0.001,0.001,IQCH
NM_001031716,chr2:191678071-191688522,NHHW161152,U1,19.491,61.7375,1.663,44.964,0.000,0.000,NABP1
NM_001031717,chr3:9933839-9945413,NHHW161152,U1,12.9482,9.67747,-0.420,-5.847,0.000,0.000,CRELD1
NM_001031722,chr6:30626841-30646823,NHHW161152,U1,6.21286,5.33624,-0.219,-1.988,0.018,0.023,ATAT1
NM_001031723,chr4:99896249-99946726,NHHW161152,U1,4.6282,6.90985,0.578,4.866,0.000,0.000,DNAJB14
NM_001031726,chr19:29698885-29715789,NHHW161152,U1,9.91355,4.51527,-1.135,-17.319,0.000,0.000,C19orf12
NM_001031727,chr19:13764522-13774282,NHHW161152,U1,10.2375,7.72759,-0.406,-5.828,0.000,0.000,MRI1
NM_001031732,chr4:68310386-68350106,NHHW161152,U1,5.31459,7.79321,0.552,8.920,0.000,0.000,YTHDC1
NM_001031733,chr15:68054178-68206110,NHHW161152,U1,1.03586,1.63707,0.660,4.626,0.000,0.000,CALML4
NM_001031734,chr19:10310210-10316015,NHHW161152,U1,60.8708,11.8117,-2.366,-24.565,0.000,0.000,FDX1L
NM_001031735,chr19:2096868-2099584,NHHW161152,U1,1.32929,2.60075,0.968,3.254,0.001,0.002,IZUMO4
NM_001031737,chr16:721141-726473,NHHW161152,U1,0.6486,0.371517,-0.804,-1.918,0.030,0.037,CCDC78
NM_001031739,chrX:15243986-15270467,NHHW161152,U1,0.82761,1.77377,1.100,4.269,0.000,0.000,ASB9
NM_001031740,chr1:37794101-37801606,NHHW161152,U1,2.36305,0.366904,-2.687,-10.102,0.000,0.000,MANEAL
NM_001031746,chr10:49014244-49115532,NHHW161152,U1,4.10641,4.56897,0.154,2.100,0.008,0.010,VSTM4
NM_001031749,chr19:43795926-43820656,NHHW161152,U1,0,0.343266,0.000,0.000,0.000,0.000,LYPD5
NM_001031800,chr1:168178844-168202113,NHHW161152,U1,19.9522,25.3219,0.344,4.400,0.000,0.000,TIPRL
NM_001031801,chr22:31212263-31280080,NHHW161152,U1,8.33689,6.60067,-0.337,-4.837,0.000,0.000,LIMK2
NM_001031804,chr16:79593847-79600725,NHHW161152,U1,0.0519026,1.56423,4.914,9.050,0.000,0.000,MAF
NM_001031849,chr3:187216084-187297933,NHHW161152,U1,109.759,43.0065,-1.352,-40.230,0.000,0.000,MASP1
NM_001031853,chr11:15112423-15247208,NHHW161152,U1,0.318885,11.477,5.170,18.198,0.000,0.000,INSC
NM_001032278,chr17:35756248-35795707,NHHW161152,U1,0,0.402234,0.000,0.000,0.000,0.000,MMP28
NM_001032279,chr11:66744735-66846532,NHHW161152,U1,11.6265,6.35425,-0.872,-8.502,0.000,0.000,RCE1
NM_001032280,chr6:10396682-10419564,NHHW161152,U1,0.312246,0.092746,-1.751,-3.414,0.002,0.003,TFAP2A
NM_001032281,chr2:187464230-187554505,NHHW161152,U1,24.2316,86.1536,1.830,37.373,0.000,0.000,TFPI
NM_001032282,chr8:102648776-102655902,NHHW161152,U1,51.6466,13.1631,-1.972,-37.447,0.000,0.000,KLF10
NM_001032283,chr12:98512972-98550379,NHHW161152,U1,7.63183,8.22763,0.108,1.683,0.035,0.043,TMPO
NM_001032287,chr12:95020228-95073628,NHHW161152,U1,3.6637,7.52334,1.038,10.507,0.000,0.000,NR2C1
NM_001032288,chr20:50081123-50153798,NHHW161152,U1,104.977,117.903,0.168,5.042,0.000,0.000,UBE2V1
NM_001032289,chrX:48903179-48911958,NHHW161152,U1,19.8666,13.0608,-0.605,-9.020,0.000,0.000,SLC35A2
NM_001032292,chr16:3401189-3409366,NHHW161152,U1,3.84754,3.07953,-0.321,-2.321,0.006,0.008,ZNF174
NM_001032293,chr17:32350108-32370449,NHHW161152,U1,31.3503,43.4014,0.469,9.987,0.000,0.000,ZNF207
NM_001032296,chr13:98450198-98577151,NHHW161152,U1,15.0893,17.72,0.232,4.564,0.000,0.000,STK24
NM_001032363,chr1:19596976-19658456,NHHW161152,U1,471.589,233.734,-1.013,-36.943,0.000,0.000,MINOS1
NM_001032367,chr15:40844047-40857655,NHHW161152,U1,0.264395,0,0.000,0.000,0.000,0.000,SPINT1
NM_001032372,chr19:44165061-44177685,NHHW161152,U1,14.6896,12.3919,-0.245,-2.156,0.010,0.013,ZNF226
NM_001032381,chrX:48893446-48903145,NHHW161152,U1,54.5978,28.258,-0.950,-14.638,0.000,0.000,PQBP1
NM_001032393,chrX:101390889-101414140,NHHW161152,U1,443.677,1049.66,1.242,35.181,0.000,0.000,HNRNPH2
NM_001032409,chr12:112906776-112932190,NHHW161152,U1,4.02369,0.964655,-2.060,-9.417,0.000,0.000,OAS1
NM_001032730,chr1:21678298-21783195,NHHW161152,U1,11.7833,13.2995,0.175,3.112,0.000,0.000,USP48
NM_001032731,chr12:112978468-113011723,NHHW161152,U1,5.65922,3.06939,-0.883,-9.084,0.000,0.000,OAS2
NM_001032998,chr2:142877625-143042316,NHHW161152,U1,1.70591,0.424198,-2.008,-5.537,0.000,0.000,KYNU
NM_001033,chr11:4094684-4138925,NHHW161152,U1,21.7202,14.6641,-0.567,-10.176,0.000,0.000,RRM1
NM_001033002,chr17:5282262-5439151,NHHW161152,U1,8.86737,10.7997,0.284,3.079,0.000,0.001,RPAIN
NM_001033025,chr1:100872371-100895179,NHHW161152,U1,5.49652,10.6227,0.951,12.585,0.000,0.000,EXTL2
NM_001033026,chr19:1000418-1021142,NHHW161152,U1,103.457,29.2542,-1.822,-40.303,0.000,0.000,TMEM259
NM_001033028,chr15:22869464-22980898,NHHW161152,U1,22.6797,34.0252,0.585,13.650,0.000,0.000,CYFIP1
NM_001033030,chr3:138608699-138633371,NHHW161152,U1,8.07406,23.5412,1.544,13.778,0.000,0.000,FAIM
NM_001033044,chr1:182378092-182392206,NHHW161152,U1,23.2902,242.62,3.381,102.034,0.000,0.000,GLUL
NM_001033045,chr2:174431571-174487088,NHHW161152,U1,1.22264,0.939253,-0.380,-3.127,0.000,0.000,GPR155
NM_001033046,chr17:82389209-82450831,NHHW161152,U1,27.7787,18.9562,-0.551,-9.502,0.000,0.000,C17orf62
NM_001033050,chr12:106977290-106987166,NHHW161152,U1,2.81962,7.87402,1.482,11.152,0.000,0.000,MTERF2
NM_001033053,chr17:5501398-5584512,NHHW161152,U1,9.3499,11.9841,0.358,7.323,0.000,0.000,NLRP1
NM_001033087,chr20:13995499-16053196,NHHW161152,U1,0.433004,0.0665211,-2.703,-5.416,0.000,0.000,MACROD2
NM_001033088,chr15:90230244-90272211,NHHW161152,U1,77.1837,46.0178,-0.746,-15.892,0.000,0.000,NGRN
NM_001033112,chr5:139341831-139383350,NHHW161152,U1,48.8751,43.9792,-0.152,-2.790,0.000,0.000,PAIP2
NM_001033503,chr5:134601148-134632843,NHHW161152,U1,8.07796,7.39103,-0.128,-2.324,0.001,0.001,SAR1B
NM_001033504,chr17:32927909-32941649,NHHW161152,U1,78.184,37.4144,-1.063,-23.246,0.000,0.000,TMEM98
NM_001033505,chr11:33084583-33161491,NHHW161152,U1,35.9078,32.3167,-0.152,-1.658,0.044,0.053,CSTF3
NM_001033518,chr7:5190203-5233855,NHHW161152,U1,25.9025,19.6006,-0.402,-10.485,0.000,0.000,WIPI2
NM_001033549,chr19:17267375-17279353,NHHW161152,U1,62.3349,54.7903,-0.186,-4.046,0.000,0.000,BABAM1
NM_001033551,chr17:17843507-17972470,NHHW161152,U1,18.0198,17.3199,-0.057,-1.336,0.043,0.052,TOM1L2
NM_001033553,chr17:20009335-20314759,NHHW161152,U1,5.11102,3.61563,-0.499,-5.744,0.000,0.000,SPECC1
NM_001033557,chr2:44168802-44234603,NHHW161152,U1,6.9288,10.48,0.597,8.146,0.000,0.000,PPM1B
NM_001033559,chr15:55317183-55508234,NHHW161152,U1,12.2942,13.8807,0.175,3.374,0.000,0.000,DYX1C1
NM_001033564,chr6:112070656-112102790,NHHW161152,U1,5.14507,3.95432,-0.380,-3.632,0.000,0.000,FAM229B
NM_001033566,chr17:32141225-32225771,NHHW161152,U1,5.88275,6.63945,0.175,2.225,0.009,0.012,RHOT1
NM_001033575,chr2:240479421-240564014,NHHW161152,U1,1.45055,0.68778,-1.077,-3.602,0.000,0.001,DUSP28
NM_001033578,chr8:66667551-66862022,NHHW161152,U1,2.47086,4.05389,0.714,6.311,0.000,0.000,SGK3
NM_001033581,chr1:2050469-2212720,NHHW161152,U1,3.10676,2.28526,-0.443,-2.915,0.001,0.001,PRKCZ
NM_001033583,chrX:23703659-23743290,NHHW161152,U1,23.7809,37.8018,0.669,11.454,0.000,0.000,ACOT9
NM_001033604,chr7:33129539-33606068,NHHW161152,U1,3.99295,5.01294,0.328,3.847,0.000,0.000,BBS9
NM_001033678,chr11:64206679-64226254,NHHW161152,U1,27.3033,8.40042,-1.701,-15.594,0.000,0.000,TRPT1
NM_001033714,chr12:6556869-6568332,NHHW161152,U1,7.87878,10.6533,0.435,6.010,0.000,0.000,NOP2
NM_001033719,chr19:43872362-43880136,NHHW161152,U1,2.39037,5.84006,1.289,9.208,0.000,0.000,ZNF404
NM_001033910,chr1:211326614-211374944,NHHW161152,U1,2.42944,1.58814,-0.613,-4.861,0.000,0.000,TRAF5
NM_001033925,chr10:119573465-119597029,NHHW161152,U1,17.1187,15.0092,-0.190,-4.391,0.000,0.000,TIAL1
NM_001033930,chr19:18571729-18577460,NHHW161152,U1,232.564,156.597,-0.571,-19.792,0.000,0.000,UBA52
NM_001034023,chr1:44213452-44220679,NHHW161152,U1,20.53,14.19,-0.533,-7.446,0.000,0.000,DMAP1
NM_001034025,chr12:112013347-112023220,NHHW161152,U1,110.608,116.852,0.079,1.866,0.001,0.001,ERP29
NM_001034116,chr2:27364351-27370457,NHHW161152,U1,21.85,19.0506,-0.198,-3.192,0.000,0.000,EIF2B4
NM_001034173,chr12:105019783-105084563,NHHW161152,U1,9.21355,14.0665,0.610,12.476,0.000,0.000,ALDH1L2
NM_001034194,chr4:121801316-121823933,NHHW161152,U1,13.3883,10.9439,-0.291,-3.395,0.000,0.000,EXOSC9
NM_001034833,chr5:178149464-178153960,NHHW161152,U1,121.1,198.712,0.714,15.153,0.000,0.000,NHP2
NM_001034836,chr17:35918080-35930776,NHHW161152,U1,0.862985,0.234894,-1.877,-1.620,0.005,0.006,RDM1
NM_001034841,chr16:19113931-19121630,NHHW161152,U1,21.0559,11.2954,-0.898,-22.132,0.000,0.000,ITPRIPL2
NM_001034850,chr5:16473037-16629969,NHHW161152,U1,0.936935,0.667611,-0.489,-2.256,0.008,0.011,FAM134B
NM_001034852,chr14:69879396-70032366,NHHW161152,U1,0.887419,5.37612,2.599,17.888,0.000,0.000,SMOC1
NM_001034914,chr2:95297323-95386077,NHHW161152,U1,18.9808,27.9567,0.559,10.271,0.000,0.000,KCNIP3
NM_001034954,chr10:95311772-95561420,NHHW161152,U1,0.0848903,0.344138,2.019,3.936,0.000,0.000,SORBS1
NM_001034996,chr3:40457291-40462372,NHHW161152,U1,930.76,1412.43,0.602,17.527,0.000,0.000,RPL14
NM_001035230,chr1:174159413-174995308,NHHW161152,U1,4.5934,11.6011,1.337,14.262,0.000,0.000,RABGAP1L
NM_001035235,chr5:140550066-140558093,NHHW161152,U1,40.5139,18.5685,-1.126,-19.080,0.000,0.000,SRA1
NM_001035247,chr22:19449940-19479215,NHHW161152,U1,36.2579,21.9312,-0.725,-12.320,0.000,0.000,UFD1L
NM_001035260,chr10:69124152-69174416,NHHW161152,U1,14.4373,13.0974,-0.141,-2.582,0.000,0.000,VPS26A
NM_001035267,chr12:56116589-56117832,NHHW161152,U1,5718.14,8804.76,0.623,18.434,0.000,0.000,RPL41
NM_001035507,chr2:27051422-27071699,NHHW161152,U1,13.6059,9.76474,-0.479,-6.736,0.000,0.000,AGBL5
NM_001035511,chr1:161314375-161367883,NHHW161152,U1,36.2331,39.9346,0.140,3.201,0.000,0.000,SDHC
NM_001035516,chr19:35497216-35513658,NHHW161152,U1,30.2311,2.82441,-3.420,-17.913,0.000,0.000,DMKN
NM_001035534,chr9:127505337-127579007,NHHW161152,U1,224.838,124.422,-0.854,-29.973,0.000,0.000,FAM129B
NM_001037,chr19:35030687-35040449,NHHW161152,U1,5.25067,6.74483,0.361,2.864,0.001,0.001,SCN1B
NM_001037125,chr16:1351898-1414720,NHHW161152,U1,9.51477,3.67519,-1.372,-18.831,0.000,0.000,UNKL
NM_001037126,chr7:133253066-134065760,NHHW161152,U1,13.7472,24.8064,0.852,16.598,0.000,0.000,EXOC4
NM_001037132,chr7:108147625-108456397,NHHW161152,U1,0.574057,7.06973,3.622,27.221,0.000,0.000,NRCAM
NM_001037144,chr17:7932123-7949919,NHHW161152,U1,10.7146,8.51727,-0.331,-5.316,0.000,0.000,CNTROB
NM_001037160,chr2:10056798-10080411,NHHW161152,U1,2.68682,1.05137,-1.354,-8.037,0.000,0.000,CYS1
NM_001037161,chr14:73478483-73558947,NHHW161152,U1,3.44893,4.41254,0.355,2.421,0.005,0.007,ACOT1
NM_001037164,chr7:12686826-12690933,NHHW161152,U1,4.50347,3.49267,-0.367,-3.663,0.000,0.000,ARL4A
NM_001037165,chr7:4682298-4771443,NHHW161152,U1,5.39856,4.40406,-0.294,-6.636,0.000,0.000,FOXK1
NM_001037172,chr3:141231824-141294903,NHHW161152,U1,2.73355,4.39484,0.685,6.422,0.000,0.000,PXYLP1
NM_001037174,chr2:151800965-151828495,NHHW161152,U1,6.19207,6.85893,0.148,1.855,0.022,0.027,ARL5A
NM_001037281,chr16:67660947-67662778,NHHW161152,U1,0.564809,0.210814,-1.422,-2.127,0.023,0.028,PARD6A
NM_001037283,chr7:2354838-2380742,NHHW161152,U1,66.1146,44.2056,-0.581,-16.330,0.000,0.000,EIF3B
NM_001037304,chr11:134248278-134253366,NHHW161152,U1,15.3934,19.5469,0.345,3.597,0.000,0.000,THYN1
NM_001037324,chr3:184249656-184293031,NHHW161152,U1,5.97381,2.24869,-1.410,-6.550,0.000,0.000,ECE2
NM_001037325,chr17:65635539-66192131,NHHW161152,U1,4.88164,4.29146,-0.186,-2.053,0.011,0.014,CEP112
NM_001037328,chr20:49113338-49244077,NHHW161152,U1,29.8303,38.8397,0.381,9.729,0.000,0.000,STAU1
NM_001037330,chr17:18722088-18736118,NHHW161152,U1,15.6344,4.10489,-1.929,-19.844,0.000,0.000,TRIM16L
NM_001037333,chr5:157266079-157474722,NHHW161152,U1,3.97109,1.23871,-1.681,-16.686,0.000,0.000,CYFIP2
NM_001037334,chr18:158482-213739,NHHW161152,U1,10.0934,16.2218,0.685,12.068,0.000,0.000,USP14
NM_001037335,chr20:63558085-63574239,NHHW161152,U1,5.62286,3.37387,-0.737,-12.353,0.000,0.000,HELZ2
NM_001037343,chrX:18425604-18672103,NHHW161152,U1,0.443703,0.704627,0.667,4.404,0.000,0.000,CDKL5
NM_001037442,chr4:70704936-70808622,NHHW161152,U1,2.64768,11.1296,2.072,21.589,0.000,0.000,RUFY3
NM_001037494,chr12:120469856-120498495,NHHW161152,U1,361.415,348.774,-0.051,-1.293,0.019,0.024,DYNLL1
NM_001037501,chr1:120436350-120467844,NHHW161152,U1,4.14381,10.3487,1.320,18.977,0.000,0.000,NBPF8
NM_001037535,chrX:17737448-17754988,NHHW161152,U1,3.23507,7.14049,1.142,11.286,0.000,0.000,SCML1
NM_001037537,chr10:13277795-13300130,NHHW161152,U1,17.2836,20.4925,0.246,3.419,0.000,0.000,PHYH
NM_001037582,chr4:82629536-82798857,NHHW161152,U1,3.1547,4.84738,0.620,5.935,0.000,0.000,SCD5
NM_001037633,chr5:138946720-139198376,NHHW161152,U1,73.7914,64.0366,-0.205,-4.595,0.000,0.000,SIL1
NM_001037637,chr5:73498424-73505623,NHHW161152,U1,375.788,420.854,0.163,4.431,0.000,0.000,BTF3
NM_001037639,chr3:183829384-183884908,NHHW161152,U1,33.1541,23.2771,-0.510,-7.867,0.000,0.000,PARL
NM_001037663,chr2:206159593-206162929,NHHW161152,U1,504.844,719.538,0.511,15.340,0.000,0.000,EEF1B2
NM_001037666,chr22:30285117-30289627,NHHW161152,U1,2.96384,6.27644,1.082,7.816,0.000,0.000,GATSL3
NM_001037675,chr1:149054032-149082311,NHHW161152,U1,6.00513,7.98937,0.412,6.070,0.000,0.000,NBPF9
NM_001037735,chrX:48056309-48071658,NHHW161152,U1,0.698609,0.305009,-1.196,-3.497,0.000,0.001,ZNF630
NM_001037738,chr5:171387703-171410884,NHHW161152,U1,379.766,823.484,1.117,38.496,0.000,0.000,NPM1
NM_001037763,chr7:7358612-7535829,NHHW161152,U1,0.0286875,1.16587,5.345,6.108,0.023,0.029,COL28A1
NM_001037806,chr12:49791145-49828425,NHHW161152,U1,16.0879,7.08196,-1.184,-24.702,0.000,0.000,NCKAP5L
NM_001037808,chr16:28688557-28735729,NHHW161152,U1,0.20995,0.622715,1.569,4.055,0.000,0.000,EIF3C
NM_001037811,chrX:53431257-53434376,NHHW161152,U1,72.6761,43.1423,-0.752,-12.115,0.000,0.000,HSD17B10
NM_001037813,chr19:44072143-44087470,NHHW161152,U1,0.576706,1.53553,1.413,5.576,0.000,0.000,ZNF284
NM_001037872,chr2:99400474-99490056,NHHW161152,U1,3.49606,4.23545,0.277,3.467,0.000,0.000,REV1
NM_001037954,chr11:111927143-112022650,NHHW161152,U1,2.78391,5.10162,0.874,10.587,0.000,0.000,DIXDC1
NM_001037984,chr17:81244810-81295339,NHHW161152,U1,66.1114,22.7927,-1.536,-39.397,0.000,0.000,SLC38A10
NM_001038,chr12:6346842-6391571,NHHW161152,U1,0.052957,0.368785,2.800,3.902,0.002,0.003,SCNN1A
NM_001038493,chr2:172085479-172089673,NHHW161152,U1,0.616828,1.75967,1.512,6.209,0.000,0.000,DLX1
NM_001038618,chr17:82458183-82488267,NHHW161152,U1,17.9992,10.3788,-0.794,-9.693,0.000,0.000,NARF
NM_001038628,chr3:161083882-161105372,NHHW161152,U1,2.46493,3.97658,0.690,6.350,0.000,0.000,B3GALNT1
NM_001038633,chr1:37611349-37634923,NHHW161152,U1,0.0253253,1.07631,5.409,3.677,0.008,0.011,RSPO1
NM_001038702,chr5:131264008-131394689,NHHW161152,U1,2.62953,5.54645,1.077,10.931,0.000,0.000,CDC42SE2
NM_001038707,chr1:151047782-151059649,NHHW161152,U1,17.0506,18.9173,0.150,2.714,0.000,0.000,CDC42SE1
NM_001039091,chrX:12791354-12824227,NHHW161152,U1,6.25927,8.81969,0.495,5.848,0.000,0.000,PRPS2
NM_001039140,chr20:3753498-3768388,NHHW161152,U1,44.9716,42.2209,-0.091,-1.570,0.025,0.031,C20orf27
NM_001039199,chr20:44475885-44494603,NHHW161152,U1,3.7508,8.79848,1.230,19.570,0.000,0.000,TTPAL
NM_001039210,chrX:111681117-111760647,NHHW161152,U1,6.25149,10.3482,0.727,7.672,0.000,0.000,ALG13
NM_001039348,chr2:55865961-55924163,NHHW161152,U1,0.178421,3.83005,4.424,12.679,0.000,0.000,EFEMP1
NM_001039355,chr14:100291110-100306547,NHHW161152,U1,9.38123,3.00774,-1.641,-15.278,0.000,0.000,SLC25A29
NM_001039362,chr2:10721648-10837977,NHHW161152,U1,0.120516,0.278474,1.208,2.477,0.012,0.015,ATP6V1C2
NM_001039366,chr22:17592135-17628822,NHHW161152,U1,132.154,72.6051,-0.864,-19.126,0.000,0.000,ATP6V1E1
NM_001039380,chr10:44959770-45005329,NHHW161152,U1,0.644919,1.29619,1.007,3.248,0.000,0.000,C10orf25
NM_001039457,chr1:43974647-43978300,NHHW161152,U1,99.9413,31.3528,-1.672,-30.855,0.000,0.000,ATP6V0B
NM_001039464,chr1:54641739-54742655,NHHW161152,U1,9.43369,12.0689,0.355,4.687,0.000,0.000,MROH7
NM_001039465,chr14:69766282-69772005,NHHW161152,U1,121.174,169.801,0.487,14.810,0.000,0.000,SRSF5
NM_001039467,chr20:64073180-64079971,NHHW161152,U1,15.1765,4.10524,-1.886,-15.998,0.000,0.000,RGS19
NM_001039469,chr11:63838927-63911020,NHHW161152,U1,8.97798,4.10937,-1.127,-16.033,0.000,0.000,MARK2
NM_001039476,chr16:77018-138698,NHHW161152,U1,19.5805,9.19314,-1.091,-17.395,0.000,0.000,NPRL3
NM_001039481,chr12:22625141-22690674,NHHW161152,U1,4.54873,5.57022,0.292,2.419,0.015,0.018,ETNK1
NM_001039490,chr11:832951-838835,NHHW161152,U1,595.852,257.362,-1.211,-44.456,0.000,0.000,CD151
NM_001039492,chr2:105360825-105438773,NHHW161152,U1,101.216,58.2554,-0.797,-21.766,0.000,0.000,FHL2
NM_001039496,chr11:64291301-64304769,NHHW161152,U1,0.65817,0.202667,-1.699,-1.862,0.020,0.025,TEX40
NM_001039503,chr16:31074421-31088809,NHHW161152,U1,1.96049,1.49114,-0.395,-2.061,0.015,0.019,PRSS53
NM_001039535,chr18:50375021-50394168,NHHW161152,U1,3.2041,1.15905,-1.467,-9.361,0.000,0.000,SKA1
